lang_column,'Component Pascal','Emacs Lisp',Factor,AspectJ,Rust,RAML,PicoLisp,Cucumber,Tea,Boo,Objective-C++,Mathematica,Forth,CLIPS,Yacc,HCL,Scheme,Pony,Objective-J,Arduino,Ada,Awk,LLVM,BlitzBasic,ActionScript,Diff,Groff,XQuery,Alloy,'OpenEdge ABL',LilyPond,EmberScript,FLUX,Stan,Lua,TLA,Nemerle,RobotFramework,VHDL,Apex,Erlang,Haskell,Coq,Mako,AutoIt,Max,M,KiCad,Zephir,'Vim script','Propeller Spin',Lex,Ioke,Tcl,SQLPL,Golo,Nim,ASP,Harbour,Python,nesC,Handlebars,IDL,Arc,'Ragel in Ruby Host',Kotlin,'AGS Script',PigLatin,Gosu,Perl,Dart,OpenSCAD,HLSL,CMake,MoonScript,PAWN,Makefile,LOLCODE,Cool,Rouge,Fortran,Puppet,Vue,eC,Csound,QML,Ragel,TypeScript,Mask,Jasmin,F#,SystemVerilog,Frege,SuperCollider,Turing,Vala,Hy,SourcePawn,Cycript,Clarion,Nginx,Liquid,XS,'Common Lisp',Pascal,Gherkin,Parrot,Bro,Perl6,Cuda,ColdFusion,Hack,HyPhy,Objective-C,AMPL,Roff,NewLisp,Clean,C#,FreeMarker,Prolog,SQL,'DIGITAL Command Language',Oz,R,PowerShell,PHP,Omgrofl,M4,Terra,PureScript,Batchfile,Genshi,Self,MAXScript,CSS,BitBake,Clojure,Metal,'Protocol Buffer',JSONiq,NetLogo,Lean,XProc,Groovy,'Jupyter Notebook',Cirru,NSIS,PLSQL,UnrealScript,QMake,LSL,OCaml,Scilab,D,Mercury,Myghty,Nu,GAP,TeX,Haxe,LiveScript,GDScript,'Visual Basic','GCC Machine Description',Brainfuck,'Gettext Catalog','Csound Document',Verilog,Io,SAS,'Module Management System',ooc,VimL,'Web Ontology Language',Shell,ABAP,'POV-Ray SDL',PureBasic,Crystal,XSLT,UrWeb,Pike,Logos,Limbo,Assembly,'Inno Setup',LabVIEW,COBOL,Matlab,Thrift,Elixir,Processing,'Pure Data',REXX,Idris,GLSL,JavaScript,RenderScript,Fancy,Befunge,J,AppleScript,Lasso,XC,E,Racket,Java,Go,Eiffel,'API Blueprint',Brightscript,C,Gnuplot,DTrace,Eagle,Bison,ApacheConf,PLpgSQL,ANTLR,C++,Swift,Fantom,AutoHotkey,APL,Smali,Julia,Modula-2,SaltStack,'Graphviz (DOT)',xBase,XML,GDB,Squirrel,Smarty,Rebol,'Standard ML',Elm,Slash,'Game Maker Language',Dogescript,Smalltalk,Nix,Xtend,Agda,HTML,Volt,Ruby,PostScript,Opa,CoffeeScript,CartoCSS,Scala,Stata,cluster
JSONiq,0,1,0,0,7,0,0,6,0,0,0,0,6,0,0,0,6,0,0,1,6,0,0,0,6,0,0,6,0,0,0,0,0,0,7,0,0,0,6,0,6,7,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,7,0,1,0,0,0,1,0,0,0,6,7,6,0,1,0,0,7,0,0,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,7,6,0,0,0,0,0,6,0,0,7,0,0,0,0,7,4,0,0,0,0,6,6,7,0,0,0,0,6,0,0,0,7,0,7,0,6,14,0,5,0,6,0,6,3,0,0,0,6,7,0,6,0,0,0,0,6,6,6,0,7,0,1,0,0,6,6,0,0,0,1,0,7,6,0,0,1,0,0,0,0,0,7,0,0,6,6,0,6,1,0,0,0,6,7,0,0,0,0,1,0,0,0,1,7,7,6,0,0,1,0,0,0,0,0,0,0,7,5,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,7,0,7,0,0,7,0,6,0,cluster2
NetLogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Lean,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,5,5,5,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,5,0,0,0,0,0,5,0,0,5,0,0,0,0,5,3,0,0,0,0,5,5,5,0,0,0,0,5,0,0,0,5,0,5,0,5,5,0,10,0,5,0,5,2,0,0,0,5,5,0,5,0,0,0,0,5,5,5,0,5,0,0,0,0,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,5,0,0,5,0,5,0,cluster2
XProc,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Groovy,0,6,1,2,9,0,0,8,1,1,0,2,8,0,1,0,8,1,1,1,7,2,1,1,9,0,4,7,0,1,0,0,0,0,10,0,1,0,7,1,10,10,0,0,1,0,2,0,0,0,0,1,1,9,2,1,3,2,0,31,0,1,1,0,1,4,1,2,1,22,9,6,0,2,2,0,17,1,1,0,5,1,0,0,1,0,0,8,6,1,1,0,0,1,1,7,1,0,0,0,2,6,0,8,7,0,0,0,3,0,8,1,1,15,0,0,1,1,12,12,1,0,1,1,10,10,15,1,2,0,1,34,0,0,0,53,0,10,0,13,6,0,5,1,264,1,6,7,2,0,1,7,9,0,10,1,0,1,5,9,8,8,0,10,0,3,0,0,7,8,1,1,1,3,0,70,7,0,1,1,15,1,1,0,1,13,0,0,7,8,0,8,2,0,0,1,6,56,0,0,0,1,1,0,0,0,3,111,20,6,0,0,17,0,1,0,0,3,1,6,22,7,1,7,1,1,8,1,0,0,1,0,0,1,6,1,1,6,0,0,1,1,6,0,1,50,1,27,1,1,11,0,15,0,cluster9
'Jupyter Notebook',0,2,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,8,1,0,0,0,0,3,6,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,0,245,0,0,0,0,0,0,0,1,0,6,0,0,0,9,0,0,41,0,0,0,3,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,12,0,0,0,0,4,0,0,0,3,0,23,2,4,0,0,0,0,17,0,0,0,63,0,4,0,10,0,0,0,0,1,820,0,0,0,0,0,0,2,0,1,0,0,0,0,22,0,2,0,0,4,1,0,0,0,0,0,0,0,1,0,90,0,0,0,0,2,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,61,0,0,0,0,0,0,0,0,1,28,7,0,0,0,20,1,0,0,0,1,1,0,25,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,0,19,1,0,7,0,15,0,cluster4
Cirru,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,6,6,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,6,0,0,0,0,0,6,0,0,6,0,0,0,0,6,4,0,0,0,0,6,6,6,0,0,0,0,6,0,0,0,6,0,6,0,6,6,0,5,0,6,0,16,3,0,0,0,6,6,0,6,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,6,6,0,6,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,6,0,0,6,0,6,0,cluster2
NSIS,0,3,0,0,3,0,0,3,0,0,20,1,3,2,5,0,5,0,0,0,4,3,2,0,3,0,25,4,0,5,0,0,0,0,5,0,0,0,3,0,4,3,0,1,0,0,2,2,0,0,0,4,0,7,0,0,0,1,0,41,0,0,2,0,0,1,0,0,0,17,3,3,0,11,0,0,39,0,0,0,5,0,0,0,0,3,0,6,4,0,0,0,0,0,0,3,0,5,0,0,0,3,1,4,5,0,0,0,3,1,3,0,0,27,0,1,0,0,9,3,4,0,3,0,4,4,8,0,5,0,0,25,0,0,0,32,0,5,0,9,3,0,2,0,7,0,3,108,0,1,22,3,3,2,4,0,0,0,2,8,3,3,0,7,0,0,0,0,3,3,1,1,0,2,0,47,3,1,0,0,6,0,0,0,0,21,1,0,3,5,0,5,0,0,0,0,7,20,0,0,0,0,1,0,0,0,0,15,10,3,0,0,37,0,0,2,0,0,0,0,37,4,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,3,0,0,38,0,16,1,0,3,0,3,0,cluster2
PLSQL,0,4,1,0,2,0,0,3,1,1,0,1,1,0,3,0,1,1,0,1,1,3,1,1,3,0,7,1,0,2,0,0,0,0,5,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,2,10,1,1,6,0,21,0,1,0,0,0,3,1,2,0,14,1,0,0,1,1,1,14,1,1,0,3,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,1,4,5,0,0,0,4,0,4,1,0,10,0,2,1,1,4,2,6,0,4,1,3,6,18,1,5,0,1,25,1,0,0,30,0,1,0,2,0,0,0,1,2,0,0,0,86,0,0,1,1,1,1,1,1,1,3,3,1,1,0,9,1,1,0,0,1,1,1,1,1,4,0,35,1,1,1,0,11,0,1,1,1,9,1,0,3,1,1,1,0,0,0,1,0,34,0,0,0,1,1,0,0,0,1,22,5,0,0,0,16,0,6,0,0,5,11,1,18,4,1,1,1,1,1,1,0,0,1,0,0,1,3,1,1,0,0,0,1,0,0,0,1,34,0,15,4,1,2,0,5,0,cluster9
UnrealScript,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,25,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,13,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,25,0,0,0,0,1,0,7,0,0,0,3,0,2,0,5,0,0,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,52,3,0,0,18,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,25,0,2,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,9,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,4,0,cluster3
QMake,0,3,0,0,1,0,0,1,0,0,35,0,0,1,5,0,1,0,0,1,1,6,0,0,1,0,29,1,0,4,0,0,0,0,7,0,0,0,0,0,1,1,0,1,0,0,3,3,0,1,0,4,0,4,0,0,1,4,0,44,0,0,2,0,0,0,0,0,0,12,2,1,0,17,1,2,48,0,0,0,2,0,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,1,2,0,0,0,5,1,0,0,0,32,0,2,0,0,6,0,8,0,5,0,2,2,7,0,8,0,0,18,0,0,0,32,0,5,0,10,0,0,0,0,1,0,0,22,0,3,156,0,1,3,1,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,49,0,2,0,1,5,1,1,0,0,19,4,0,0,4,0,2,0,0,0,0,7,17,0,0,0,0,1,0,0,0,1,18,4,0,0,0,56,0,1,3,1,2,0,0,78,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,40,1,9,3,0,0,0,1,0,cluster3
LSL,0,1,1,0,7,0,0,6,1,1,0,1,7,0,1,0,7,1,0,1,7,1,1,1,7,0,0,7,0,1,0,0,0,0,7,0,1,0,7,1,7,7,0,0,1,0,1,0,0,0,0,0,1,7,0,1,1,1,0,7,0,1,0,0,0,2,1,1,0,7,7,6,0,0,1,0,6,1,1,0,4,0,0,0,1,0,0,6,6,1,0,0,0,1,1,7,1,0,0,0,0,6,0,7,7,0,0,0,1,0,7,1,0,7,0,0,1,1,7,4,1,0,0,1,7,7,7,1,1,0,1,7,0,0,0,7,0,7,0,6,6,0,5,1,7,0,6,3,1,0,0,14,7,0,7,1,0,1,0,7,7,7,0,7,0,1,0,0,7,7,1,1,1,1,0,7,7,0,1,0,1,0,1,0,1,7,0,0,7,7,0,7,1,0,0,1,6,7,0,0,0,1,1,0,0,0,1,7,7,6,0,0,1,0,1,0,0,0,0,0,7,5,1,7,1,1,7,1,0,0,1,0,0,1,0,1,1,6,0,0,1,0,6,0,1,7,0,7,1,1,7,0,7,0,cluster9
OCaml,0,9,1,0,9,0,0,6,1,1,2,4,9,1,4,0,10,1,1,2,8,2,1,1,9,0,3,7,0,1,0,0,0,0,11,0,1,0,7,1,10,12,0,0,1,0,4,1,0,1,0,3,1,13,0,1,2,3,0,21,0,1,0,0,1,2,1,1,0,15,9,6,0,5,1,0,24,1,1,0,6,0,0,0,1,0,0,6,6,1,1,1,0,1,1,7,3,1,1,0,0,6,1,10,8,0,0,0,5,0,7,1,1,13,0,1,2,1,14,4,2,0,1,1,9,8,17,1,3,0,1,9,0,0,0,13,0,12,0,7,7,0,5,1,9,2,6,3,1,0,1,7,72,1,9,1,0,1,2,10,8,8,0,8,0,5,0,0,7,9,2,2,1,5,0,22,7,0,1,1,3,1,2,1,1,10,0,0,7,10,0,7,1,1,0,1,7,16,0,1,0,1,3,0,0,0,4,17,11,6,0,0,15,0,2,0,0,1,0,0,20,8,1,7,1,1,9,1,0,0,2,0,0,1,1,1,4,6,1,0,1,2,6,0,1,13,0,16,3,1,9,0,11,0,cluster9
Scilab,0,1,0,0,0,0,0,0,0,0,3,1,1,2,11,0,2,0,0,0,1,20,0,0,0,0,13,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,11,0,1,1,0,0,13,0,23,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,1,23,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,2,0,0,0,4,0,0,0,0,21,0,0,0,0,3,1,8,0,1,0,3,0,4,0,7,0,0,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,2,1,18,3,0,1,56,0,1,0,0,3,5,0,0,0,2,0,1,0,0,0,0,1,1,0,4,0,26,0,3,0,0,8,0,0,1,0,22,0,0,0,4,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,4,2,0,0,0,25,0,1,0,9,4,1,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,4,0,cluster3
D,1,5,1,0,10,0,1,6,1,1,4,3,8,2,3,0,12,1,1,1,8,6,1,2,8,0,4,7,0,3,0,0,0,0,14,0,2,0,7,1,15,14,0,0,1,0,2,0,0,1,0,2,1,12,0,1,4,2,0,25,0,1,0,0,1,2,1,1,0,22,9,6,0,1,2,0,27,1,1,1,6,0,0,0,1,0,0,6,6,1,1,0,0,2,1,7,1,1,0,0,1,6,0,9,11,0,0,0,9,0,7,1,1,26,0,0,1,1,20,4,7,0,2,1,16,8,17,1,2,1,1,12,0,0,0,18,0,13,0,6,6,0,5,1,10,1,6,4,1,0,1,7,9,0,118,1,0,1,7,11,11,8,1,8,0,4,0,0,7,8,2,1,2,3,0,41,7,0,1,2,3,1,1,0,1,16,1,0,7,12,0,9,1,1,0,1,6,29,0,0,0,1,2,0,0,1,4,24,14,6,0,0,27,0,7,0,0,2,0,0,34,11,1,7,4,1,10,1,0,0,1,0,1,1,2,3,1,6,0,0,1,0,6,0,1,15,1,23,2,1,9,0,17,0,cluster9
Mercury,0,1,1,0,1,0,0,0,1,1,0,2,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,4,0,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,1,1,1,0,3,1,0,0,2,1,0,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,6,0,0,1,1,1,0,1,0,0,1,3,1,1,1,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,16,0,1,0,3,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,5,1,0,1,0,1,0,1,0,1,1,0,0,1,7,0,1,0,0,0,1,0,4,0,0,0,1,1,0,0,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Myghty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,cluster4
Nu,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,2,0,4,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1,0,1,1,1,1,0,4,0,0,1,1,1,3,1,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,10,0,2,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,3,1,0,1,0,2,0,1,1,1,2,0,0,1,2,0,1,0,0,0,1,0,4,0,0,0,1,1,0,0,0,1,2,1,0,0,0,5,2,1,1,0,0,1,0,3,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,4,0,2,2,1,1,0,1,0,cluster9
GAP,0,6,0,1,0,0,1,0,0,0,3,2,3,2,10,0,6,0,0,0,2,13,0,1,1,0,9,1,0,3,0,0,0,0,4,0,1,0,0,0,5,4,0,0,0,2,1,0,0,0,0,10,0,3,2,0,0,1,0,20,0,0,0,0,0,0,0,2,0,16,0,0,0,5,0,2,19,0,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,4,1,0,0,0,2,1,7,0,0,0,9,0,0,0,0,14,0,1,1,0,8,2,6,0,5,0,7,2,9,0,5,1,0,17,0,0,0,18,0,2,0,2,0,0,0,0,5,0,0,2,3,1,1,0,2,3,7,0,0,0,72,4,3,0,1,5,0,3,0,0,0,1,2,1,0,1,0,32,0,2,0,0,12,1,0,1,0,12,3,0,0,5,2,1,0,2,0,0,2,22,0,1,0,0,1,0,0,1,0,27,4,0,0,0,22,0,4,0,0,0,3,3,19,3,0,0,3,1,0,0,0,0,0,0,2,0,4,2,1,0,1,0,0,1,0,0,0,18,0,9,2,0,0,0,7,0,cluster6
TeX,0,33,1,1,8,0,1,7,1,1,6,4,8,6,13,0,17,1,0,2,11,19,2,2,10,0,28,7,4,9,2,0,0,3,19,1,3,0,7,1,15,20,0,1,1,0,7,1,0,1,0,9,1,15,0,1,1,7,0,162,1,1,1,0,0,2,2,2,0,61,7,6,0,21,1,1,183,1,1,0,14,0,0,3,1,0,0,7,6,2,1,0,0,2,1,7,2,6,0,0,0,6,3,16,15,0,0,1,12,3,7,1,0,40,0,1,3,4,16,4,22,0,7,1,148,13,19,1,10,2,1,48,1,0,1,145,0,12,0,11,6,0,5,1,9,22,6,8,3,3,3,7,10,5,11,3,1,2,4,914,8,11,1,14,3,2,0,0,7,7,13,6,1,12,0,179,7,0,1,0,21,0,1,4,1,34,5,0,7,25,1,8,2,2,0,1,9,107,0,0,0,1,2,0,0,1,2,55,8,6,0,0,92,10,4,1,4,4,0,1,94,5,1,7,1,1,14,1,0,0,2,0,2,1,4,8,4,6,0,2,1,1,6,0,1,149,0,52,15,1,13,0,21,8,cluster9
Haxe,0,3,1,0,8,0,0,6,1,1,1,2,8,0,2,0,11,1,1,1,7,4,1,1,9,0,1,7,0,1,0,0,0,0,13,0,1,0,7,1,11,13,0,0,1,0,2,0,0,0,0,0,1,8,0,1,2,1,0,16,0,1,0,0,1,2,1,1,0,13,9,6,0,0,1,0,13,1,1,0,4,0,0,0,1,0,0,7,6,1,1,0,0,1,1,7,2,0,0,0,0,6,0,8,11,0,0,0,6,0,7,1,1,12,0,0,1,1,12,4,4,0,0,1,11,7,12,1,2,1,1,8,0,0,0,9,0,8,0,6,6,0,5,1,8,0,6,3,1,0,0,7,8,0,11,1,0,1,3,8,34,8,0,7,0,2,0,0,7,8,1,1,1,2,0,16,7,0,1,0,1,0,1,1,1,11,0,0,7,10,0,8,1,0,0,1,7,14,0,0,0,1,1,0,0,0,1,14,14,6,0,0,8,1,2,0,0,0,0,0,15,10,1,7,4,1,9,1,0,0,1,0,0,1,0,1,1,6,0,1,1,0,6,0,1,11,0,12,2,1,9,0,12,0,cluster9
LiveScript,0,2,1,0,7,0,0,7,1,1,0,2,8,0,1,0,8,1,1,1,7,1,1,1,8,0,0,7,4,1,0,1,0,0,10,0,1,0,7,1,14,11,0,0,1,0,2,0,0,0,0,0,1,8,0,1,2,1,0,15,0,1,0,0,1,2,1,1,0,8,8,6,0,0,1,0,15,1,1,0,4,0,0,0,1,0,0,8,6,1,0,0,0,1,1,7,1,0,0,0,0,6,0,10,7,0,0,0,2,0,7,1,1,8,0,0,1,1,8,4,1,0,0,1,8,7,10,1,1,0,1,7,0,0,0,20,0,16,0,6,6,0,5,1,8,2,6,3,1,0,0,7,8,0,8,1,0,1,0,11,8,50,0,7,0,2,0,0,7,8,1,1,1,2,0,18,7,0,1,0,1,0,1,0,1,7,0,0,7,7,0,7,1,0,0,1,6,24,0,0,0,1,1,0,0,0,1,15,8,6,0,0,3,0,1,0,0,1,0,0,9,6,1,7,1,1,15,1,0,0,1,1,0,1,1,1,1,6,0,0,2,0,6,0,1,17,0,15,1,1,16,0,8,0,cluster9
GDScript,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,cluster8
'Visual Basic',0,9,1,0,8,0,0,7,1,1,4,3,10,3,4,0,9,1,0,3,11,11,1,2,13,0,15,8,1,2,0,0,1,0,16,0,2,0,7,1,9,9,1,3,1,0,4,3,0,0,0,2,1,10,3,1,1,9,0,56,0,1,1,0,1,2,2,1,1,34,8,7,0,14,1,2,40,1,1,0,9,0,0,3,1,2,0,7,6,2,1,0,0,1,1,7,1,8,0,0,0,6,4,12,20,0,0,0,10,1,14,1,0,33,0,4,1,1,29,4,8,0,12,1,10,17,30,1,10,0,1,49,0,1,0,46,0,9,0,9,7,0,5,1,10,0,6,7,9,1,4,7,8,2,8,1,0,1,5,14,7,7,0,200,0,4,0,0,7,7,5,4,1,8,0,65,7,3,1,1,10,0,1,0,1,33,5,1,9,13,0,8,1,0,0,1,10,53,0,0,0,1,3,0,0,0,2,28,14,6,0,0,44,0,6,2,1,4,2,0,43,7,1,7,1,1,9,1,0,0,1,0,0,1,2,2,1,6,0,0,1,3,6,0,1,47,0,24,6,1,10,0,10,0,cluster9
